date,Sigma-6,Delta-12,IPSA Total Return,Gamma-6,Conjunto AlphaData,Oro
2024-01-04,160.93114911557032,158.62464050951638,145.0799396393643,136.00659885431614,149.74347387250583,132.54141793915713
2024-01-05,160.64192599997455,157.16938824190768,144.398494804401,137.94846174109398,150.07250230311647,133.29612326053368
2024-01-08,161.63917934555107,156.9617931593108,144.60574572127138,139.6668543900923,150.02578615219568,130.84494729187585
2024-01-09,164.13882321654225,158.6984072177559,145.83301497555013,144.4636535586867,153.4454379803207,134.7953753547712
2024-01-10,164.2211875519045,157.9739387352112,144.59953774449878,147.85590133638422,154.73246807440586,136.62107518490606
2024-01-11,163.97279058280964,157.2887009468877,143.9539081601467,147.59109232744422,154.44924380137138,136.65300571110234
2024-01-12,163.36106503122022,157.2214341738719,142.5115086338631,146.5408236627932,154.27366330880574,137.59664188201953
2024-01-15,163.33563348942857,157.3332236809861,143.16454003667482,146.5408236627932,154.29423272609495,137.59664188201953
2024-01-16,162.93607359296044,156.5760895662675,142.5554420079462,146.1254434399167,153.40422929412043,135.82138881350812
2024-01-17,161.31084240431736,154.2520709403297,140.9143872249389,146.47000315257378,152.63448648228638,136.0570754107122
2024-01-18,161.89965216390206,153.60922521627649,140.1025748777506,147.38934512440724,153.14896231254446,137.04217903165605
2024-01-19,161.6930476471979,153.05968171004977,139.549587408313,149.9987429684129,153.7325400092659,137.23162653694163
2024-01-22,164.87513007273947,153.58192287850167,141.3756876528117,146.82233958338358,152.62605869956613,133.32337641310656
2024-01-23,165.10366438798783,155.340852907613,142.41528499388752,149.8966640191464,154.60555558128897,135.69752427391296
