published_at,available_at,broker,ticker,recommendation,target_price_min,target_price_max,currency,source_url,notes
2024-09-25,2024-09-25,Credicorp Capital,ENTEL,Mantener,,,,,"Histórico validado, página 293"
2024-09-25,2024-09-25,Credicorp Capital,FALABELLA,Mantener,,,,,"Histórico validado, página 293"
2024-10-01,2024-10-01,Credicorp Capital,CMPC,Mantener,,,,,"Histórico validado, página 292"
2024-10-02,2024-10-02,Credicorp Capital,COLBUN,Mantener,,,,,"Histórico validado, página 291"
2024-10-02,2024-10-02,Credicorp Capital,LTM,Comprar,,,,,"Histórico validado, página 291"
2024-10-03,2024-10-03,Credicorp Capital,CAP,Comprar,,,,,"Histórico validado, página 291"
2024-10-04,2024-10-04,Credicorp Capital,SMU,Comprar,,,,,"Histórico validado, página 291"
2024-10-07,2024-10-07,Credicorp Capital,BCI,Comprar,,,,,"Histórico validado, página 290"
2024-10-07,2024-10-07,Credicorp Capital,BSANTANDER,Mantener,,,,,"Histórico validado, página 290"
2024-10-07,2024-10-07,Credicorp Capital,CHILE,Mantener,,,,,"Histórico validado, página 290"
2024-10-07,2024-10-07,Credicorp Capital,ITAUCL,Comprar,,,,,"Histórico validado, página 290"
2024-10-10,2024-10-10,Credicorp Capital,BCI,Comprar,,,,,"Histórico validado, página 288"
2024-10-10,2024-10-10,Credicorp Capital,BSANTANDER,Mantener,,,,,"Histórico validado, página 288"
2024-10-10,2024-10-10,Credicorp Capital,CHILE,Mantener,,,,,"Histórico validado, página 288"
2024-10-10,2024-10-10,Credicorp Capital,ITAUCL,Comprar,,,,,"Histórico validado, página 289"
2024-10-11,2024-10-11,Credicorp Capital,LTM,Comprar,,,,,"Histórico validado, página 288"
2024-10-14,2024-10-14,Credicorp Capital,PARAUCO,Mantener,,,,,"Histórico validado, página 288"
2024-10-16,2024-10-16,Credicorp Capital,CCU,Mantener,,,,,"Histórico validado, página 287"
2024-10-23,2024-10-23,Credicorp Capital,LTM,Comprar,,,,,"Histórico validado, página 286"
2024-10-24,2024-10-24,Credicorp Capital,CAP,Comprar,,,,,"Histórico validado, página 286"
2024-10-24,2024-10-24,Credicorp Capital,SQM-B,Mantener,,,,,"Histórico validado, página 286"
2024-10-25,2024-10-25,Credicorp Capital,PARAUCO,Mantener,,,,,"Histórico validado, página 285"
2024-11-11,2024-11-11,Credicorp Capital,SMSAAM,Inferior al mercado,,,,,"Histórico validado, página 283"
2024-11-12,2024-11-12,Credicorp Capital,SMU,Comprar,,,,,"Histórico validado, página 283"
2024-11-14,2024-11-14,Credicorp Capital,RIPLEY,Mantener,,,,,"Histórico validado, página 282"
2024-11-14,2024-11-14,Credicorp Capital,SALFACORP,Comprar,,,,,"Histórico validado, página 282"
2024-11-15,2024-11-15,Credicorp Capital,FALABELLA,Mantener,,,,,"Histórico validado, página 282"
2024-11-18,2024-11-18,Credicorp Capital,VAPORES,Comprar,,,,,"Histórico validado, página 282"
2024-11-19,2024-11-19,Credicorp Capital,ENELCHILE,Comprar,,,,,"Histórico validado, página 281"
2024-11-19,2024-11-19,Credicorp Capital,MALLPLAZA,Comprar,,,,,"Histórico validado, página 282"
2024-11-19,2024-11-19,Credicorp Capital,RIPLEY,Mantener,,,,,"Histórico validado, página 282"
2024-11-19,2024-11-19,Credicorp Capital,VAPORES,Comprar,,,,,"Histórico validado, página 282"
2024-11-20,2024-11-20,Credicorp Capital,AGUAS-A,Mantener,,,,,"Histórico validado, página 281"
2024-11-22,2024-11-22,Credicorp Capital,ENELCHILE,Comprar,,,,,"Histórico validado, página 320"
2024-11-22,2024-11-22,Credicorp Capital,QUINENCO,Mantener,,,,,"Histórico validado, página 320"
2024-11-22,2024-11-22,Credicorp Capital,SMU,Comprar,,,,,"Histórico validado, página 320"
2024-11-25,2024-11-25,Credicorp Capital,QUINENCO,Mantener,,,,,"Histórico validado, página 320"
2024-11-28,2024-11-28,Credicorp Capital,CENCOSUD,Comprar,,,,,"Histórico validado, página 318"
2024-11-28,2024-11-28,Credicorp Capital,FALABELLA,Mantener,,,,,"Histórico validado, página 318"
2024-11-28,2024-11-28,Credicorp Capital,MALLPLAZA,Comprar,,,,,"Histórico validado, página 318"
2024-11-28,2024-11-28,Credicorp Capital,RIPLEY,Mantener,,,,,"Histórico validado, página 319"
2024-11-28,2024-11-28,Credicorp Capital,SMU,Comprar,,,,,"Histórico validado, página 319"
2024-11-29,2024-11-29,Credicorp Capital,ENTEL,Mantener,,,,,"Histórico validado, página 318"
2024-11-29,2024-11-29,Credicorp Capital,QUINENCO,Igual al mercado,,,,,"Histórico validado, página 318"
2024-12-02,2024-12-02,Credicorp Capital,CONCHATORO,Mantener,,,,,"Histórico validado, página 318"
2024-12-06,2024-12-06,Credicorp Capital,BSANTANDER,Mantener,,,,,"Histórico validado, página 316"
2024-12-06,2024-12-06,Credicorp Capital,CMPC,Mantener,,,,,"Histórico validado, página 316"
2024-12-17,2024-12-17,Credicorp Capital,ENELAM,Mantener,,,,,"Histórico validado, página 46"
2024-12-18,2024-12-18,Credicorp Capital,SALFACORP,Comprar,,,,,"Histórico validado, página 314"
2024-12-20,2024-12-20,Credicorp Capital,PARAUCO,Mantener,,,,,"Histórico validado, página 313"
2024-12-24,2024-12-24,Credicorp Capital,LTM,Comprar,,,,,"Histórico validado, página 312"
2024-12-24,2024-12-24,Credicorp Capital,SMU,Comprar,,,,,"Histórico validado, página 312"
2024-12-26,2024-12-26,Credicorp Capital,ANDINA-B,Comprar,,,,,"Histórico validado, página 312"
2024-12-26,2024-12-26,Credicorp Capital,CAP,Comprar,,,,,"Histórico validado, página 312"
2024-12-26,2024-12-26,Credicorp Capital,CCU,Mantener,,,,,"Histórico validado, página 312"
2025-01-08,2025-01-08,Credicorp Capital,AGUAS-A,Mantener,,,,,"Histórico validado, página 310"
2025-01-08,2025-01-08,Credicorp Capital,ANDINA-B,Comprar,,,,,"Histórico validado, página 310"
2025-01-08,2025-01-08,Credicorp Capital,CHILE,Mantener,,,,,"Histórico validado, página 310"
2025-01-09,2025-01-09,Credicorp Capital,CCU,Mantener,,,,,"Histórico validado, página 310"
2025-01-09,2025-01-09,Credicorp Capital,CONCHATORO,Mantener,,,,,"Histórico validado, página 310"
2025-01-09,2025-01-09,Credicorp Capital,SQM-B,Mantener,,,,,"Histórico validado, página 309"
2025-01-10,2025-01-10,Credicorp Capital,CAP,Comprar,,,,,"Histórico validado, página 309"
2025-01-10,2025-01-10,Credicorp Capital,ENELCHILE,Comprar,,,,,"Histórico validado, página 309"
2025-01-13,2025-01-13,Credicorp Capital,BSANTANDER,Mantener,,,,,"Histórico validado, página 309"
2025-01-13,2025-01-13,Credicorp Capital,CHILE,Mantener,,,,,"Histórico validado, página 309"
2025-01-16,2025-01-16,Credicorp Capital,CENCOSUD,Comprar,,,,,"Histórico validado, página 308"
2025-01-16,2025-01-16,Credicorp Capital,PARAUCO,Mantener,,,,,"Histórico validado, página 308"
2025-01-19,2025-01-19,Credicorp Capital,ITAUCL,Comprar,,,,,"Histórico validado, página 309"
2025-01-24,2025-01-24,Credicorp Capital,COLBUN,Mantener,,,,,"Histórico validado, página 307"
2025-01-24,2025-01-24,Credicorp Capital,ECL,Mantener,,,,,"Histórico validado, página 307"
2025-01-24,2025-01-24,Credicorp Capital,ENTEL,Mantener,,,,,"Histórico validado, página 306"
2025-01-24,2025-01-24,Credicorp Capital,PARAUCO,Mantener,,,,,"Histórico validado, página 306"
2025-01-27,2025-01-27,Credicorp Capital,CAP,Sobreponderar,,,,,"Histórico validado, página 306"
2025-01-29,2025-01-29,Credicorp Capital,ANDINA-B,Comprar,,,,,"Histórico validado, página 306"
2025-01-29,2025-01-29,Credicorp Capital,COLBUN,Mantener,,,,,"Histórico validado, página 306"
2025-01-29,2025-01-29,Credicorp Capital,PARAUCO,Mantener,,,,,"Histórico validado, página 306"
2025-01-31,2025-01-31,Credicorp Capital,CENCOSUD,Comprar,,,,,"Histórico validado, página 306"
2025-01-31,2025-01-31,Credicorp Capital,CMPC,Mantener,,,,,"Histórico validado, página 305"
2025-01-31,2025-01-31,Credicorp Capital,ENELCHILE,Comprar,,,,,"Histórico validado, página 306"
2025-01-31,2025-01-31,Credicorp Capital,LTM,Comprar,,,,,"Histórico validado, página 306"
2025-02-04,2025-02-04,Credicorp Capital,AGUAS-A,Mantener,,,,,"Histórico validado, página 305"
2025-02-04,2025-02-04,Credicorp Capital,ANDINA-B,Comprar,,,,,"Histórico validado, página 305"
2025-02-04,2025-02-04,Credicorp Capital,BSANTANDER,Mantener,,,,,"Histórico validado, página 305"
2025-02-04,2025-02-04,Credicorp Capital,CCU,Mantener,,,,,"Histórico validado, página 305"
2025-02-04,2025-02-04,Credicorp Capital,CENCOSUD,Comprar,,,,,"Histórico validado, página 305"
2025-02-04,2025-02-04,Credicorp Capital,CHILE,Mantener,,,,,"Histórico validado, página 305"
2025-02-04,2025-02-04,Credicorp Capital,ENELCHILE,Comprar,,,,,"Histórico validado, página 305"
2025-02-04,2025-02-04,Credicorp Capital,LTM,Comprar,,,,,"Histórico validado, página 305"
2025-02-04,2025-02-04,Credicorp Capital,SALFACORP,Comprar,,,,,"Histórico validado, página 305"
2025-02-04,2025-02-04,Credicorp Capital,SQM-B,Mantener,,,,,"Histórico validado, página 305"
2025-02-07,2025-02-07,Credicorp Capital,BSANTANDER,Mantener,,,,,"Histórico validado, página 304"
2025-02-21,2025-02-21,Credicorp Capital,BSANTANDER,Mantener,,,,,"Histórico validado, página 302"
2025-02-21,2025-02-21,Credicorp Capital,CENCOSUD,Comprar,,,,,"Histórico validado, página 301"
2025-02-21,2025-02-21,Credicorp Capital,CHILE,Mantener,,,,,"Histórico validado, página 302"
2025-02-21,2025-02-21,Credicorp Capital,ITAUCL,Comprar,,,,,"Histórico validado, página 302"
2025-02-28,2025-02-28,Credicorp Capital,COPEC,Comprar,,,,,"Histórico validado, página 301"
2025-03-03,2025-03-03,Credicorp Capital,ENELAM,Mantener,,,,,"Histórico validado, página 340"
2025-03-04,2025-03-04,Credicorp Capital,AGUAS-A,Comprar,,,,,"Histórico validado, página 340"
2025-03-06,2025-03-06,Credicorp Capital,CCU,Mantener,,,,,"Histórico validado, página 340"
2025-03-06,2025-03-06,Credicorp Capital,SQM-B,Mantener,,,,,"Histórico validado, página 340"
2025-03-07,2025-03-07,Credicorp Capital,CENCOSUD,Comprar,,,,,"Histórico validado, página 339"
2025-03-10,2025-03-10,Credicorp Capital,ECL,Mantener,,,,,"Histórico validado, página 339"
2025-03-10,2025-03-10,Credicorp Capital,ENELCHILE,Mantener,,,,,"Histórico validado, página 339"
2025-03-10,2025-03-10,Credicorp Capital,SMSAAM,Mantener,,,,,"Histórico validado, página 339"
2025-03-11,2025-03-11,Credicorp Capital,CAP,Comprar,,,,,"Histórico validado, página 339"
2025-03-11,2025-03-11,Credicorp Capital,SQM-B,Mantener,,,,,"Histórico validado, página 339"
2025-03-12,2025-03-12,Credicorp Capital,LTM,Comprar,,,,,"Histórico validado, página 339"
2025-03-13,2025-03-13,Credicorp Capital,RIPLEY,Mantener,,,,,"Histórico validado, página 339"
2025-03-14,2025-03-14,Credicorp Capital,BCI,Comprar,,,,,"Histórico validado, página 338"
2025-03-18,2025-03-18,Credicorp Capital,LTM,Comprar,,,,,"Histórico validado, página 338"
2025-03-18,2025-03-18,Credicorp Capital,MALLPLAZA,Comprar,,,,,"Histórico validado, página 338"
2025-03-19,2025-03-19,Credicorp Capital,ANTARCHILE,Mantener,,,,,"Histórico validado, página 338"
2025-03-19,2025-03-19,Credicorp Capital,CAP,Comprar,,,,,"Histórico validado, página 338"
2025-03-21,2025-03-21,Credicorp Capital,AGUAS-A,Comprar,,,,,"Histórico validado, página 337"
2025-03-24,2025-03-24,Credicorp Capital,COLBUN,Comprar,,,,,"Histórico validado, página 337"
2025-03-25,2025-03-25,Credicorp Capital,LTM,Comprar,,,,,"Histórico validado, página 337"
2025-03-28,2025-03-28,Credicorp Capital,AGUAS-A,Comprar,,,,,"Histórico validado, página 335"
2025-04-04,2025-04-04,Credicorp Capital,QUINENCO,Mantener,,,,,"Histórico validado, página 334"
2025-04-07,2025-04-07,Credicorp Capital,AGUAS-A,Comprar,,,,,"Histórico validado, página 334"
2025-04-07,2025-04-07,Credicorp Capital,BSANTANDER,Mantener,,,,,"Histórico validado, página 334"
2025-04-07,2025-04-07,Credicorp Capital,SQM-ADR,Mantener,,,,,"Histórico validado, página 334"
2025-04-07,2025-04-07,Credicorp Capital,SQM-B,Mantener,,,,,"Histórico validado, página 334"
2025-04-09,2025-04-09,Credicorp Capital,AGUAS-A,Comprar,,,,,"Histórico validado, página 333"
2025-04-09,2025-04-09,Credicorp Capital,BSANTANDER,Mantener,,,,,"Histórico validado, página 333"
2025-04-09,2025-04-09,Credicorp Capital,SQM-B,Mantener,,,,,"Histórico validado, página 333"
2025-04-10,2025-04-10,Credicorp Capital,CONCHATORO,Mantener,,,,,"Histórico validado, página 333"
2025-04-10,2025-04-10,Credicorp Capital,LTM,Comprar,,,,,"Histórico validado, página 333"
2025-04-14,2025-04-14,Credicorp Capital,BSANTANDER,Mantener,,,,,"Histórico validado, página 332"
2025-04-14,2025-04-14,Credicorp Capital,CHILE,Mantener,,,,,"Histórico validado, página 332"
2025-04-14,2025-04-14,Credicorp Capital,VAPORES,Comprar,,,,,"Histórico validado, página 332"
2025-04-30,2025-04-30,Credicorp Capital,CHILE,Mantener,,,,,"Histórico validado, página 329"
2025-05-07,2025-05-07,Credicorp Capital,FALABELLA,Mantener,,,,,"Histórico validado, página 328"
2025-05-07,2025-05-07,Credicorp Capital,MALLPLAZA,Comprar,,,,,"Histórico validado, página 328"
2025-05-09,2025-05-09,Credicorp Capital,CENCOSUD,Comprar,,,,,"Histórico validado, página 327"
2025-05-13,2025-05-13,Credicorp Capital,SMU,Comprar,,,,,"Histórico validado, página 327"
2025-05-14,2025-05-14,Credicorp Capital,LTM,Comprar,,,,,"Histórico validado, página 326"
2025-05-15,2025-05-15,Credicorp Capital,AGUAS-A,Comprar,,,,,"Histórico validado, página 326"
2025-05-15,2025-05-15,Credicorp Capital,PARAUCO,Comprar,,,,,"Histórico validado, página 326"
2025-05-19,2025-05-19,Credicorp Capital,RIPLEY,Mantener,,,,,"Histórico validado, página 325"
2025-05-22,2025-05-22,Credicorp Capital,RIPLEY,Mantener,,,,,"Histórico validado, página 325"
2025-05-26,2025-05-26,Credicorp Capital,ANDINA-B,Mantener,,,,,"Histórico validado, página 324"
2025-06-02,2025-06-02,Credicorp Capital,SMU,Comprar,,,,,"Histórico validado, página 323"
2025-06-03,2025-06-03,Credicorp Capital,LTM,Comprar,,,,,"Histórico validado, página 322"
2025-06-17,2025-06-17,Credicorp Capital,CONCHATORO,Mantener,,,,,"Histórico validado, página 360"
2025-06-19,2025-06-19,Credicorp Capital,ECL,Mantener,,,,,"Histórico validado, página 359"
2025-06-19,2025-06-19,Credicorp Capital,PARAUCO,Comprar,,,,,"Histórico validado, página 359"
2025-06-30,2025-06-30,Credicorp Capital,FALABELLA,Comprar,,,,,"Histórico validado, página 357"
2025-06-30,2025-06-30,Credicorp Capital,LTM,Comprar,,,,,"Histórico validado, página 357"
2025-06-30,2025-06-30,Credicorp Capital,MALLPLAZA,Comprar,,,,,"Histórico validado, página 357"
2025-07-03,2025-07-03,Credicorp Capital,PARAUCO,Comprar,,,,,"Histórico validado, página 357"
2025-07-08,2025-07-08,Credicorp Capital,ITAUCL,Comprar,,,,,"Histórico validado, página 356"
2025-07-14,2025-07-14,Credicorp Capital,BSANTANDER,Mantener,,,,,"Histórico validado, página 355"
2025-07-14,2025-07-14,Credicorp Capital,CHILE,Mantener,,,,,"Histórico validado, página 355"
2025-07-18,2025-07-18,Credicorp Capital,SMU,Mantener,,,,,"Histórico validado, página 354"
2025-07-26,2025-07-26,Credicorp Capital,ANDINA-B,Mantener,,,,,"Histórico validado, página 352"
2025-07-26,2025-07-26,Credicorp Capital,FALABELLA,Comprar,,,,,"Histórico validado, página 352"
2025-07-31,2025-07-31,Credicorp Capital,COLBUN,Comprar,,,,,"Histórico validado, página 350"
2025-07-31,2025-07-31,Credicorp Capital,ENELAM,Mantener,,,,,"Histórico validado, página 350"
2025-07-31,2025-07-31,Credicorp Capital,LTM,Comprar,,,,,"Histórico validado, página 350"
2025-08-01,2025-08-01,Credicorp Capital,BSANTANDER,Mantener,,,,,"Histórico validado, página 349"
2025-08-01,2025-08-01,Credicorp Capital,CHILE,Mantener,,,,,"Histórico validado, página 349"
2025-08-01,2025-08-01,Credicorp Capital,ECL,Mantener,,,,,"Histórico validado, página 349"
2025-08-01,2025-08-01,Credicorp Capital,ITAUCL,Comprar,,,,,"Histórico validado, página 349"
2025-08-01,2025-08-01,Credicorp Capital,PARAUCO,Comprar,,,,,"Histórico validado, página 350"
2025-08-05,2025-08-05,Credicorp Capital,ENTEL,Mantener,,,,,"Histórico validado, página 349"
2025-08-08,2025-08-08,Credicorp Capital,CENCOSUD,Comprar,,,,,"Histórico validado, página 348"
2025-08-08,2025-08-08,Credicorp Capital,CMPC,Mantener,,,,,"Histórico validado, página 348"
2025-08-11,2025-08-11,Credicorp Capital,CAP,Comprar,,,,,"Histórico validado, página 348"
2025-08-11,2025-08-11,Credicorp Capital,CENCOMALLS,Mantener,,,,,"Histórico validado, página 348"
2025-08-11,2025-08-11,Credicorp Capital,CENCOSUD,Comprar,,,,,"Histórico validado, página 348"
2025-08-12,2025-08-12,Credicorp Capital,SMU,Mantener,,,,,"Histórico validado, página 348"
2025-08-13,2025-08-13,Credicorp Capital,FALABELLA,Comprar,,,,,"Histórico validado, página 347"
2025-08-14,2025-08-14,Credicorp Capital,SMU,Mantener,,,,,"Histórico validado, página 347"
2025-08-18,2025-08-18,Credicorp Capital,COPEC,Comprar,,,,,"Histórico validado, página 346"
2025-08-22,2025-08-22,Credicorp Capital,AGUAS-A,Comprar,,,,,"Histórico validado, página 345"
2025-08-25,2025-08-25,Credicorp Capital,BSANTANDER,Mantener,,,,,"Histórico validado, página 345"
2025-08-25,2025-08-25,Credicorp Capital,CHILE,Mantener,,,,,"Histórico validado, página 345"
2025-08-25,2025-08-25,Credicorp Capital,LTM,Comprar,,,,,"Histórico validado, página 345"
2025-09-08,2025-09-08,Credicorp Capital,VAPORES,Comprar,,,,,"Histórico validado, página 342"
2025-09-12,2025-09-12,Credicorp Capital,BSANTANDER,Mantener,,,,,"Histórico validado, página 341"
2025-09-12,2025-09-12,Credicorp Capital,CHILE,Mantener,,,,,"Histórico validado, página 341"
2025-09-12,2025-09-12,Credicorp Capital,ITAUCL,Comprar,,,,,"Histórico validado, página 341"
2025-09-15,2025-09-15,Credicorp Capital,RIPLEY,Mantener,,,,,"Histórico validado, página 341"
2025-09-16,2025-09-16,Credicorp Capital,BSANTANDER,Mantener,,,,,"Histórico validado, página 380"
2025-09-16,2025-09-16,Credicorp Capital,CENCOMALLS,Mantener,,,,,"Histórico validado, página 341"
2025-09-16,2025-09-16,Credicorp Capital,CENCOSUD,Comprar,,,,,"Histórico validado, página 341"
2025-09-16,2025-09-16,Credicorp Capital,CHILE,Mantener,,,,,"Histórico validado, página 380"
2025-09-16,2025-09-16,Credicorp Capital,ENTEL,Mantener,,,,,"Histórico validado, página 341"
2025-09-16,2025-09-16,Credicorp Capital,FALABELLA,Mantener,,,,,"Histórico validado, página 341"
2025-09-16,2025-09-16,Credicorp Capital,ITAUCL,Comprar,,,,,"Histórico validado, página 341"
2025-09-16,2025-09-16,Credicorp Capital,MALLPLAZA,Mantener,,,,,"Histórico validado, página 341"
2025-09-16,2025-09-16,Credicorp Capital,PARAUCO,Mantener,,,,,"Histórico validado, página 341"
2025-09-16,2025-09-16,Credicorp Capital,RIPLEY,Mantener,,,,,"Histórico validado, página 341"
2025-09-16,2025-09-16,Credicorp Capital,SMU,Mantener,,,,,"Histórico validado, página 341"
2025-09-18,2025-09-18,Credicorp Capital,LTM,Comprar,,,,,"Histórico validado, página 341"
2025-10-01,2025-10-01,Credicorp Capital,ENELAM,Mantener,,,,,"Histórico validado, página 378"
2025-10-02,2025-10-02,Credicorp Capital,ANDINA-B,Comprar,,,,,"Histórico validado, página 378"
2025-10-06,2025-10-06,Credicorp Capital,BCI,Comprar,,,,,"Histórico validado, página 378"
2025-10-06,2025-10-06,Credicorp Capital,CHILE,Mantener,,,,,"Histórico validado, página 378"
2025-10-06,2025-10-06,Credicorp Capital,LTM,Comprar,,,,,"Histórico validado, página 378"
2025-10-13,2025-10-13,Credicorp Capital,MALLPLAZA,Sobreponderar,,,,,"Histórico validado, página 376"
2025-10-23,2025-10-23,Credicorp Capital,CENCOMALLS,Mantener,,,,,"Histórico validado, página 374"
2025-10-23,2025-10-23,Credicorp Capital,MALLPLAZA,Mantener,,,,,"Histórico validado, página 374"
2025-10-23,2025-10-23,Credicorp Capital,PARAUCO,Mantener,,,,,"Histórico validado, página 374"
2025-10-27,2025-10-27,Credicorp Capital,COLBUN,Mantener,,,,,"Histórico validado, página 373"
2025-10-27,2025-10-27,Credicorp Capital,ECL,Comprar,,,,,"Histórico validado, página 373"
2025-10-27,2025-10-27,Credicorp Capital,PARAUCO,Mantener,,,,,"Histórico validado, página 373"
2025-10-29,2025-10-29,Credicorp Capital,CENCOMALLS,Mantener,,,,,"Histórico validado, página 373"
2025-10-29,2025-10-29,Credicorp Capital,FALABELLA,Mantener,,,,,"Histórico validado, página 373"
2025-10-30,2025-10-30,Credicorp Capital,ECL,Comprar,,,,,"Histórico validado, página 373"
2025-10-30,2025-10-30,Credicorp Capital,FALABELLA,Mantener,,,,,"Histórico validado, página 373"
2025-11-04,2025-11-04,Credicorp Capital,ENTEL,Mantener,,,,,"Histórico validado, página 372"
2025-11-05,2025-11-05,Credicorp Capital,MALLPLAZA,Mantener,,,,,"Histórico validado, página 372"
2025-11-06,2025-11-06,Credicorp Capital,CCU,Mantener,,,,,"Histórico validado, página 372"
2025-11-06,2025-11-06,Credicorp Capital,CENCOMALLS,Mantener,,,,,"Histórico validado, página 372"
2025-11-06,2025-11-06,Credicorp Capital,MALLPLAZA,Mantener,,,,,"Histórico validado, página 372"
2025-11-06,2025-11-06,Credicorp Capital,MALLPLAZA,Sobreponderar,,,,,"Histórico validado, página 372"
2025-11-07,2025-11-07,Credicorp Capital,CENCOSUD,Comprar,,,,,"Histórico validado, página 371"
2025-11-11,2025-11-11,Credicorp Capital,SMU,Mantener,,,,,"Histórico validado, página 371"
2025-11-13,2025-11-13,Credicorp Capital,CHILE,Mantener,,,,,"Histórico validado, página 370"
2025-11-13,2025-11-13,Credicorp Capital,ITAUCL,Comprar,,,,,"Histórico validado, página 371"
2025-11-14,2025-11-14,Credicorp Capital,AGUAS-A,Mantener,,,,,"Histórico validado, página 370"
2025-11-14,2025-11-14,Credicorp Capital,FALABELLA,Mantener,,,,,"Histórico validado, página 370"
2025-11-14,2025-11-14,Credicorp Capital,VAPORES,Comprar,,,,,"Histórico validado, página 370"
2025-11-19,2025-11-19,Credicorp Capital,BSANTANDER,Mantener,,,,,"Histórico validado, página 370"
2025-11-20,2025-11-20,Credicorp Capital,PARAUCO,Comprar,,,,,"Histórico validado, página 369"
2025-11-21,2025-11-21,Credicorp Capital,RIPLEY,Mantener,,,,,"Histórico validado, página 369"
2025-11-24,2025-11-24,Credicorp Capital,VAPORES,Comprar,,,,,"Histórico validado, página 368"
2025-11-26,2025-11-26,Credicorp Capital,SMU,Mantener,,,,,"Histórico validado, página 368"
2025-11-28,2025-11-28,Credicorp Capital,QUINENCO,Mantener,,,,,"Histórico validado, página 367"
2025-12-05,2025-12-05,Credicorp Capital,COLBUN,Mantener,,,,,"Histórico validado, página 366"
2025-12-05,2025-12-05,Credicorp Capital,ECL,Comprar,,,,,"Histórico validado, página 366"
2025-12-05,2025-12-05,Credicorp Capital,ENELCHILE,Comprar,,,,,"Histórico validado, página 366"
2025-12-10,2025-12-10,Credicorp Capital,CMPC,Inferior al mercado,,,,,"Histórico validado, página 365"
2025-12-10,2025-12-10,Credicorp Capital,LTM,Comprar,,,,,"Histórico validado, página 365"
2025-12-12,2025-12-12,Credicorp Capital,ENELCHILE,Comprar,,,,,"Histórico validado, página 364"
2025-12-18,2025-12-18,Credicorp Capital,SQM-ADR,Mantener,,,,,"Histórico validado, página 363"
2025-12-20,2025-12-20,Credicorp Capital,RIPLEY,Mantener,,,,,"Histórico validado, página 363"
2025-12-24,2025-12-24,Credicorp Capital,ECL,Comprar,,,,,"Histórico validado, página 362"
2025-12-24,2025-12-24,Credicorp Capital,ENELCHILE,Comprar,,,,,"Histórico validado, página 362"
2025-12-29,2025-12-29,Credicorp Capital,SQM-B,Mantener,,,,,"Histórico validado, página 361"
2025-12-31,2025-12-31,Credicorp Capital,ANDINA-B,Mantener,,,,,"Histórico validado, página 361"
2025-12-31,2025-12-31,Credicorp Capital,CCU,Mantener,,,,,"Histórico validado, página 361"
2026-01-07,2026-01-07,Credicorp Capital,CENCOSUD,Comprar,,,,,"Histórico validado, página 400"
2026-01-07,2026-01-07,Credicorp Capital,PARAUCO,Comprar,,,,,"Histórico validado, página 399"
2026-01-08,2026-01-08,Credicorp Capital,ENTEL,Mantener,,,,,"Histórico validado, página 399"
2026-01-13,2026-01-13,Credicorp Capital,LTM,Comprar,,,,,"Histórico validado, página 398"
2026-02-04,2026-02-04,Credicorp Capital,LTM,Comprar,,,,,"Histórico validado, página 394"
2026-02-10,2026-02-10,Credicorp Capital,ENELCHILE,Comprar,,,,,"Histórico validado, página 393"
2026-02-23,2026-02-23,Credicorp Capital,BSANTANDER,Mantener,,,,,"Histórico validado, página 390"
2026-02-24,2026-02-24,Credicorp Capital,AGUAS-A,Mantener,,,,,"Histórico validado, página 389"
2026-02-24,2026-02-24,Credicorp Capital,ENELAM,Mantener,,,,,"Histórico validado, página 390"
2026-03-03,2026-03-03,Credicorp Capital,QUINENCO,Mantener,,,,,"Histórico validado, página 388"
2026-03-04,2026-03-04,Credicorp Capital,BSANTANDER,Mantener,,,,,"Histórico validado, página 387"
2026-03-04,2026-03-04,Credicorp Capital,CHILE,Mantener,,,,,"Histórico validado, página 387"
2026-03-04,2026-03-04,Credicorp Capital,ENELCHILE,Comprar,,,,,"Histórico validado, página 387"
2026-03-04,2026-03-04,Credicorp Capital,LTM,Comprar,,,,,"Histórico validado, página 387"
2026-03-09,2026-03-09,Credicorp Capital,CENCOSUD,Mantener,,,,,"Histórico validado, página 386"
2026-03-09,2026-03-09,Credicorp Capital,CMPC,Inferior al mercado,,,,,"Histórico validado, página 386"
2026-03-09,2026-03-09,Credicorp Capital,SMSAAM,Mantener,,,,,"Histórico validado, página 386"
2026-03-16,2026-03-16,Credicorp Capital,SMU,Mantener,,,,,"Histórico validado, página 385"
2026-03-18,2026-03-18,Credicorp Capital,SQM-B,Mantener,,,,,"Histórico validado, página 384"
2026-03-23,2026-03-23,Credicorp Capital,AGUAS-A,Mantener,,,,,"Histórico validado, página 383"
2026-03-23,2026-03-23,Credicorp Capital,CAP,Mantener,,,,,"Histórico validado, página 384"
2026-03-23,2026-03-23,Credicorp Capital,SQM-B,Mantener,,,,,"Histórico validado, página 384"
2026-04-01,2026-04-01,Credicorp Capital,CENCOMALLS,Comprar,,,,,"Histórico validado, página 382"
2026-04-10,2026-04-10,Credicorp Capital,BSANTANDER,Mantener,,,,,"Histórico validado, página 420"
2026-04-10,2026-04-10,Credicorp Capital,CHILE,Mantener,,,,,"Histórico validado, página 420"
2026-04-10,2026-04-10,Credicorp Capital,ENELCHILE,Mantener,,,,,"Histórico validado, página 420"
2026-04-10,2026-04-10,Credicorp Capital,LTM,Comprar,,,,,"Histórico validado, página 419"
2026-04-10,2026-04-10,Credicorp Capital,SQM-B,Mantener,,,,,"Histórico validado, página 420"
