published_at,available_at,broker,ticker,recommendation,target_price_min,target_price_max,currency,source_url,notes,row_number,broker_normalized,signal,published_at_parsed,available_at_parsed
2022-11-11,2022-11-11,Credicorp Capital,ECL,Comprar,,,,,"Histórico validado, página 153",431,Credicorp Capital,1,2022-11-11,2022-11-11
2022-11-14,2022-11-14,Credicorp Capital,COPEC,Inferior al mercado,,,,,"Histórico validado, página 152",432,Credicorp Capital,-1,2022-11-14,2022-11-14
2022-11-14,2022-11-14,Credicorp Capital,SALFACORP,Mantener,,,,,"Histórico validado, página 152",433,Credicorp Capital,0,2022-11-14,2022-11-14
2022-11-15,2022-11-15,Credicorp Capital,SMU,Comprar,,,,,"Histórico validado, página 152",434,Credicorp Capital,1,2022-11-15,2022-11-15
2022-11-19,2022-11-19,Credicorp Capital,CENCOSUD,Comprar,,,,,"Histórico validado, página 153",435,Credicorp Capital,1,2022-11-19,2022-11-19
2022-11-21,2022-11-21,Credicorp Capital,CMPC,Mantener,,,,,"Histórico validado, página 150",436,Credicorp Capital,0,2022-11-21,2022-11-21
2022-11-23,2022-11-23,Credicorp Capital,RIPLEY,Comprar,,,,,"Histórico validado, página 149",437,Credicorp Capital,1,2022-11-23,2022-11-23
2022-11-24,2022-11-24,Credicorp Capital,AGUAS-A,Mantener,,,,,"Histórico validado, página 149",438,Credicorp Capital,0,2022-11-24,2022-11-24
2022-11-24,2022-11-24,Credicorp Capital,INDISA,Comprar,,,,,"Histórico validado, página 149",439,Credicorp Capital,1,2022-11-24,2022-11-24
2022-11-24,2022-11-24,Credicorp Capital,SMU,Comprar,,,,,"Histórico validado, página 149",440,Credicorp Capital,1,2022-11-24,2022-11-24
2022-11-25,2022-11-25,Credicorp Capital,AGUAS-A,Mantener,,,,,"Histórico validado, página 148",441,Credicorp Capital,0,2022-11-25,2022-11-25
2022-11-25,2022-11-25,Credicorp Capital,HITES,Comprar,,,,,"Histórico validado, página 148",442,Credicorp Capital,1,2022-11-25,2022-11-25
2022-11-28,2022-11-28,Credicorp Capital,AGUAS-A,Mantener,,,,,"Histórico validado, página 148",443,Credicorp Capital,0,2022-11-28,2022-11-28
2022-11-28,2022-11-28,Credicorp Capital,CONCHATORO,Comprar,,,,,"Histórico validado, página 148",444,Credicorp Capital,1,2022-11-28,2022-11-28
2022-11-28,2022-11-28,Credicorp Capital,ENELCHILE,Comprar,,,,,"Histórico validado, página 148",445,Credicorp Capital,1,2022-11-28,2022-11-28
2022-11-28,2022-11-28,Credicorp Capital,FORUS,Comprar,,,,,"Histórico validado, página 148",446,Credicorp Capital,1,2022-11-28,2022-11-28
2022-11-29,2022-11-29,Credicorp Capital,CMPC,Mantener,,,,,"Histórico validado, página 148",447,Credicorp Capital,0,2022-11-29,2022-11-29
2022-11-29,2022-11-29,Credicorp Capital,ENELAM,Mantener,,,,,"Histórico validado, página 148",448,Credicorp Capital,0,2022-11-29,2022-11-29
2022-11-30,2022-11-30,Credicorp Capital,ILC,Comprar,,,,,"Histórico validado, página 147",449,Credicorp Capital,1,2022-11-30,2022-11-30
2022-12-01,2022-12-01,Credicorp Capital,SMU,Comprar,,,,,"Histórico validado, página 147",450,Credicorp Capital,1,2022-12-01,2022-12-01
2022-12-02,2022-12-02,Credicorp Capital,FALABELLA,Mantener,,,,,"Histórico validado, página 147",451,Credicorp Capital,0,2022-12-02,2022-12-02
2022-12-02,2022-12-02,Credicorp Capital,ITAUCL,Comprar,,,,,"Histórico validado, página 147",452,Credicorp Capital,1,2022-12-02,2022-12-02
2022-12-06,2022-12-06,Credicorp Capital,COLBUN,Inferior al mercado,,,,,"Histórico validado, página 146",453,Credicorp Capital,-1,2022-12-06,2022-12-06
2022-12-06,2022-12-06,Credicorp Capital,ECL,Comprar,,,,,"Histórico validado, página 146",454,Credicorp Capital,1,2022-12-06,2022-12-06
2022-12-06,2022-12-06,Credicorp Capital,ENELCHILE,Comprar,,,,,"Histórico validado, página 146",455,Credicorp Capital,1,2022-12-06,2022-12-06
2022-12-07,2022-12-07,Credicorp Capital,AGUAS-A,Mantener,,,,,"Histórico validado, página 145",456,Credicorp Capital,0,2022-12-07,2022-12-07
2022-12-07,2022-12-07,Credicorp Capital,CCU,Comprar,,,,,"Histórico validado, página 145",457,Credicorp Capital,1,2022-12-07,2022-12-07
2022-12-07,2022-12-07,Credicorp Capital,ENELCHILE,Comprar,,,,,"Histórico validado, página 145",458,Credicorp Capital,1,2022-12-07,2022-12-07
2022-12-07,2022-12-07,Credicorp Capital,SMU,Comprar,,,,,"Histórico validado, página 145",459,Credicorp Capital,1,2022-12-07,2022-12-07
2022-12-09,2022-12-09,Credicorp Capital,CCU,Comprar,,,,,"Histórico validado, página 145",460,Credicorp Capital,1,2022-12-09,2022-12-09
2022-12-09,2022-12-09,Credicorp Capital,COLBUN,Inferior al mercado,,,,,"Histórico validado, página 145",461,Credicorp Capital,-1,2022-12-09,2022-12-09
2022-12-14,2022-12-14,Credicorp Capital,ENELCHILE,Comprar,,,,,"Histórico validado, página 144",462,Credicorp Capital,1,2022-12-14,2022-12-14
2022-12-14,2022-12-14,Credicorp Capital,PARAUCO,Mantener,,,,,"Histórico validado, página 144",463,Credicorp Capital,0,2022-12-14,2022-12-14
2022-12-14,2022-12-14,Credicorp Capital,SQM-B,Mantener,,,,,"Histórico validado, página 144",464,Credicorp Capital,0,2022-12-14,2022-12-14
2022-12-15,2022-12-15,Credicorp Capital,BCI,Comprar,,,,,"Histórico validado, página 143",465,Credicorp Capital,1,2022-12-15,2022-12-15
2022-12-15,2022-12-15,Credicorp Capital,BSANTANDER,Comprar,,,,,"Histórico validado, página 143",466,Credicorp Capital,1,2022-12-15,2022-12-15
2022-12-15,2022-12-15,Credicorp Capital,CHILE,Mantener,,,,,"Histórico validado, página 143",467,Credicorp Capital,0,2022-12-15,2022-12-15
2022-12-15,2022-12-15,Credicorp Capital,ITAUCL,Comprar,,,,,"Histórico validado, página 144",468,Credicorp Capital,1,2022-12-15,2022-12-15
2022-12-16,2022-12-16,Credicorp Capital,CENCOSUD,Comprar,,,,,"Histórico validado, página 143",469,Credicorp Capital,1,2022-12-16,2022-12-16
2022-12-21,2022-12-21,Credicorp Capital,COPEC,Inferior al mercado,,,,,"Histórico validado, página 142",470,Credicorp Capital,-1,2022-12-21,2022-12-21
2022-12-23,2022-12-23,Credicorp Capital,CONCHATORO,Comprar,,,,,"Histórico validado, página 141",471,Credicorp Capital,1,2022-12-23,2022-12-23
2022-12-23,2022-12-23,Credicorp Capital,HITES,Comprar,,,,,"Histórico validado, página 141",472,Credicorp Capital,1,2022-12-23,2022-12-23
2022-12-26,2022-12-26,Credicorp Capital,AGUAS-A,Mantener,,,,,"Histórico validado, página 180",473,Credicorp Capital,0,2022-12-26,2022-12-26
2022-12-26,2022-12-26,Credicorp Capital,ECL,Comprar,,,,,"Histórico validado, página 180",474,Credicorp Capital,1,2022-12-26,2022-12-26
2022-12-27,2022-12-27,Credicorp Capital,COPEC,Inferior al mercado,,,,,"Histórico validado, página 180",475,Credicorp Capital,-1,2022-12-27,2022-12-27
2022-12-29,2022-12-29,Credicorp Capital,ANDINA-B,Inferior al mercado,,,,,"Histórico validado, página 179",476,Credicorp Capital,-1,2022-12-29,2022-12-29
2022-12-29,2022-12-29,Credicorp Capital,ANTARCHILE,Mantener,,,,,"Histórico validado, página 179",477,Credicorp Capital,0,2022-12-29,2022-12-29
2022-12-29,2022-12-29,Credicorp Capital,CMPC,Mantener,,,,,"Histórico validado, página 179",478,Credicorp Capital,0,2022-12-29,2022-12-29
2022-12-29,2022-12-29,Credicorp Capital,COPEC,Mantener,,,,,"Histórico validado, página 179",479,Credicorp Capital,0,2022-12-29,2022-12-29
2023-01-04,2023-01-04,Credicorp Capital,AGUAS-A,Mantener,,,,,"Histórico validado, página 179",480,Credicorp Capital,0,2023-01-04,2023-01-04
2023-01-06,2023-01-06,Credicorp Capital,AGUAS-A,Mantener,,,,,"Histórico validado, página 178",481,Credicorp Capital,0,2023-01-06,2023-01-06
2023-01-06,2023-01-06,Credicorp Capital,CENCOSUD,Comprar,,,,,"Histórico validado, página 178",482,Credicorp Capital,1,2023-01-06,2023-01-06
2023-01-06,2023-01-06,Credicorp Capital,CHILE,Mantener,,,,,"Histórico validado, página 178",483,Credicorp Capital,0,2023-01-06,2023-01-06
2023-01-06,2023-01-06,Credicorp Capital,CMPC,Mantener,,,,,"Histórico validado, página 178",484,Credicorp Capital,0,2023-01-06,2023-01-06
2023-01-06,2023-01-06,Credicorp Capital,COLBUN,Subponderar,,,,,"Histórico validado, página 178",485,Credicorp Capital,-1,2023-01-06,2023-01-06
2023-01-06,2023-01-06,Credicorp Capital,SMU,Comprar,,,,,"Histórico validado, página 178",486,Credicorp Capital,1,2023-01-06,2023-01-06
2023-01-11,2023-01-11,Credicorp Capital,PARAUCO,Mantener,,,,,"Histórico validado, página 177",487,Credicorp Capital,0,2023-01-11,2023-01-11
2023-01-12,2023-01-12,Credicorp Capital,SQM-B,Mantener,,,,,"Histórico validado, página 176",488,Credicorp Capital,0,2023-01-12,2023-01-12
2023-01-17,2023-01-17,Credicorp Capital,CENCOSUD,Comprar,,,,,"Histórico validado, página 176",489,Credicorp Capital,1,2023-01-17,2023-01-17
2023-01-18,2023-01-18,Credicorp Capital,CENCOSUD,Comprar,,,,,"Histórico validado, página 176",490,Credicorp Capital,1,2023-01-18,2023-01-18
2023-01-18,2023-01-18,Credicorp Capital,COLBUN,Inferior al mercado,,,,,"Histórico validado, página 176",491,Credicorp Capital,-1,2023-01-18,2023-01-18
2023-01-18,2023-01-18,Credicorp Capital,SMU,Comprar,,,,,"Histórico validado, página 176",492,Credicorp Capital,1,2023-01-18,2023-01-18
2023-01-26,2023-01-26,Credicorp Capital,ENTEL,Comprar,,,,,"Histórico validado, página 172",493,Credicorp Capital,1,2023-01-26,2023-01-26
2023-02-01,2023-02-01,Credicorp Capital,ANDINA-B,Subponderar,,,,,"Histórico validado, página 170",494,Credicorp Capital,-1,2023-02-01,2023-02-01
2023-02-02,2023-02-02,Credicorp Capital,ECL,Comprar,,,,,"Histórico validado, página 170",495,Credicorp Capital,1,2023-02-02,2023-02-02
2023-02-03,2023-02-03,Credicorp Capital,BCI,Comprar,,,,,"Histórico validado, página 169",496,Credicorp Capital,1,2023-02-03,2023-02-03
2023-02-06,2023-02-06,Credicorp Capital,COPEC,Mantener,,,,,"Histórico validado, página 169",497,Credicorp Capital,0,2023-02-06,2023-02-06
2023-02-10,2023-02-10,Credicorp Capital,SQM-B,Mantener,,,,,"Histórico validado, página 168",498,Credicorp Capital,0,2023-02-10,2023-02-10
2023-02-15,2023-02-15,Credicorp Capital,VAPORES,Mantener,,,,,"Histórico validado, página 167",499,Credicorp Capital,0,2023-02-15,2023-02-15
2023-02-16,2023-02-16,Credicorp Capital,ENELCHILE,Comprar,,,,,"Histórico validado, página 167",500,Credicorp Capital,1,2023-02-16,2023-02-16
2023-02-21,2023-02-21,Credicorp Capital,ENELAM,Mantener,,,,,"Histórico validado, página 166",501,Credicorp Capital,0,2023-02-21,2023-02-21
2023-02-24,2023-02-24,Credicorp Capital,CAP,Comprar,,,,,"Histórico validado, página 165",502,Credicorp Capital,1,2023-02-24,2023-02-24
2023-03-01,2023-03-01,Credicorp Capital,CCU,Comprar,,,,,"Histórico validado, página 164",503,Credicorp Capital,1,2023-03-01,2023-03-01
2023-03-01,2023-03-01,Credicorp Capital,ENELCHILE,Comprar,,,,,"Histórico validado, página 163",504,Credicorp Capital,1,2023-03-01,2023-03-01
2023-03-02,2023-03-02,Credicorp Capital,SQM-B,Mantener,,,,,"Histórico validado, página 163",505,Credicorp Capital,0,2023-03-02,2023-03-02
2023-03-03,2023-03-03,Credicorp Capital,ITAUCL,Comprar,,,,,"Histórico validado, página 162",506,Credicorp Capital,1,2023-03-03,2023-03-03
2023-03-07,2023-03-07,Credicorp Capital,ECL,Comprar,,,,,"Histórico validado, página 161",507,Credicorp Capital,1,2023-03-07,2023-03-07
2023-03-09,2023-03-09,Credicorp Capital,CCU,Comprar,,,,,"Histórico validado, página 200",508,Credicorp Capital,1,2023-03-09,2023-03-09
2023-03-09,2023-03-09,Credicorp Capital,INDISA,Comprar,,,,,"Histórico validado, página 200",509,Credicorp Capital,1,2023-03-09,2023-03-09
2023-03-13,2023-03-13,Credicorp Capital,SMSAAM,Comprar,,,,,"Histórico validado, página 200",510,Credicorp Capital,1,2023-03-13,2023-03-13
2023-03-14,2023-03-14,Credicorp Capital,BSANTANDER,Comprar,,,,,"Histórico validado, página 200",511,Credicorp Capital,1,2023-03-14,2023-03-14
2023-03-14,2023-03-14,Credicorp Capital,CHILE,Mantener,,,,,"Histórico validado, página 200",512,Credicorp Capital,0,2023-03-14,2023-03-14
2023-03-14,2023-03-14,Credicorp Capital,CONCHATORO,Comprar,,,,,"Histórico validado, página 199",513,Credicorp Capital,1,2023-03-14,2023-03-14
2023-03-14,2023-03-14,Credicorp Capital,ITAUCL,Comprar,,,,,"Histórico validado, página 200",514,Credicorp Capital,1,2023-03-14,2023-03-14
2023-03-14,2023-03-14,Credicorp Capital,SALFACORP,Mantener,,,,,"Histórico validado, página 200",515,Credicorp Capital,0,2023-03-14,2023-03-14
2023-03-17,2023-03-17,Credicorp Capital,CCU,Comprar,,,,,"Histórico validado, página 199",516,Credicorp Capital,1,2023-03-17,2023-03-17
2023-03-19,2023-03-19,Credicorp Capital,BSANTANDER,Comprar,,,,,"Histórico validado, página 199",517,Credicorp Capital,1,2023-03-19,2023-03-19
2023-03-21,2023-03-21,Credicorp Capital,CENCOMALLS,Mantener,,,,,"Histórico validado, página 198",518,Credicorp Capital,0,2023-03-21,2023-03-21
2023-03-21,2023-03-21,Credicorp Capital,CENCOSUD,Comprar,,,,,"Histórico validado, página 198",519,Credicorp Capital,1,2023-03-21,2023-03-21
2023-03-21,2023-03-21,Credicorp Capital,SMU,Comprar,,,,,"Histórico validado, página 198",520,Credicorp Capital,1,2023-03-21,2023-03-21
2023-03-22,2023-03-22,Credicorp Capital,INDISA,Comprar,,,,,"Histórico validado, página 198",521,Credicorp Capital,1,2023-03-22,2023-03-22
2023-03-22,2023-03-22,Credicorp Capital,VAPORES,Mantener,,,,,"Histórico validado, página 198",522,Credicorp Capital,0,2023-03-22,2023-03-22
2023-03-24,2023-03-24,Credicorp Capital,AGUAS-A,Mantener,,,,,"Histórico validado, página 197",523,Credicorp Capital,0,2023-03-24,2023-03-24
2023-03-27,2023-03-27,Credicorp Capital,SALFACORP,Mantener,,,,,"Histórico validado, página 197",524,Credicorp Capital,0,2023-03-27,2023-03-27
2023-03-28,2023-03-28,Credicorp Capital,INDISA,Comprar,,,,,"Histórico validado, página 197",525,Credicorp Capital,1,2023-03-28,2023-03-28
2023-03-28,2023-03-28,Credicorp Capital,SMU,Comprar,,,,,"Histórico validado, página 197",526,Credicorp Capital,1,2023-03-28,2023-03-28
2023-03-29,2023-03-29,Credicorp Capital,BSANTANDER,Comprar,,,,,"Histórico validado, página 197",527,Credicorp Capital,1,2023-03-29,2023-03-29
2023-03-29,2023-03-29,Credicorp Capital,EMBONOR-B,Comprar,,,,,"Histórico validado, página 197",528,Credicorp Capital,1,2023-03-29,2023-03-29
2023-03-29,2023-03-29,Credicorp Capital,ILC,Comprar,,,,,"Histórico validado, página 197",529,Credicorp Capital,1,2023-03-29,2023-03-29
2023-03-29,2023-03-29,Credicorp Capital,ITAUCL,Comprar,,,,,"Histórico validado, página 197",530,Credicorp Capital,1,2023-03-29,2023-03-29
2023-03-31,2023-03-31,Credicorp Capital,CENCOMALLS,Mantener,,,,,"Histórico validado, página 196",531,Credicorp Capital,0,2023-03-31,2023-03-31
2023-03-31,2023-03-31,Credicorp Capital,COPEC,Mantener,,,,,"Histórico validado, página 196",532,Credicorp Capital,0,2023-03-31,2023-03-31
2023-03-31,2023-03-31,Credicorp Capital,HITES,Comprar,,,,,"Histórico validado, página 196",533,Credicorp Capital,1,2023-03-31,2023-03-31
2023-03-31,2023-03-31,Credicorp Capital,SMU,Comprar,,,,,"Histórico validado, página 196",534,Credicorp Capital,1,2023-03-31,2023-03-31
2023-04-03,2023-04-03,Credicorp Capital,CENCOSUD,Comprar,,,,,"Histórico validado, página 196",535,Credicorp Capital,1,2023-04-03,2023-04-03
2023-04-03,2023-04-03,Credicorp Capital,HITES,Comprar,,,,,"Histórico validado, página 196",536,Credicorp Capital,1,2023-04-03,2023-04-03
2023-04-04,2023-04-04,Credicorp Capital,ENTEL,Comprar,,,,,"Histórico validado, página 195",537,Credicorp Capital,1,2023-04-04,2023-04-04
2023-04-04,2023-04-04,Credicorp Capital,SQM-ADR,Mantener,,,,,"Histórico validado, página 195",538,Credicorp Capital,0,2023-04-04,2023-04-04
2023-04-05,2023-04-05,Credicorp Capital,ANDINA-B,Subponderar,,,,,"Histórico validado, página 195",539,Credicorp Capital,-1,2023-04-05,2023-04-05
2023-04-05,2023-04-05,Credicorp Capital,BESALCO,Mantener,,,,,"Histórico validado, página 195",540,Credicorp Capital,0,2023-04-05,2023-04-05
2023-04-05,2023-04-05,Credicorp Capital,CCU,Comprar,,,,,"Histórico validado, página 195",541,Credicorp Capital,1,2023-04-05,2023-04-05
2023-04-05,2023-04-05,Credicorp Capital,COLBUN,Subponderar,,,,,"Histórico validado, página 195",542,Credicorp Capital,-1,2023-04-05,2023-04-05
2023-04-05,2023-04-05,Credicorp Capital,QUINENCO,Comprar,,,,,"Histórico validado, página 195",543,Credicorp Capital,1,2023-04-05,2023-04-05
2023-04-05,2023-04-05,Credicorp Capital,RIPLEY,Comprar,,,,,"Histórico validado, página 195",544,Credicorp Capital,1,2023-04-05,2023-04-05
2023-04-05,2023-04-05,Credicorp Capital,SMU,Comprar,,,,,"Histórico validado, página 195",545,Credicorp Capital,1,2023-04-05,2023-04-05
2023-04-12,2023-04-12,Credicorp Capital,PARAUCO,Mantener,,,,,"Histórico validado, página 194",546,Credicorp Capital,0,2023-04-12,2023-04-12
2023-04-12,2023-04-12,Credicorp Capital,RIPLEY,Comprar,,,,,"Histórico validado, página 194",547,Credicorp Capital,1,2023-04-12,2023-04-12
2023-04-14,2023-04-14,Credicorp Capital,CCU,Comprar,,,,,"Histórico validado, página 194",548,Credicorp Capital,1,2023-04-14,2023-04-14
2023-04-14,2023-04-14,Credicorp Capital,VAPORES,Mantener,,,,,"Histórico validado, página 194",549,Credicorp Capital,0,2023-04-14,2023-04-14
2023-04-25,2023-04-25,Credicorp Capital,ANDINA-B,Mantener,,,,,"Histórico validado, página 192",550,Credicorp Capital,0,2023-04-25,2023-04-25
2023-04-25,2023-04-25,Credicorp Capital,CCU,Comprar,,,,,"Histórico validado, página 192",551,Credicorp Capital,1,2023-04-25,2023-04-25
2023-04-25,2023-04-25,Credicorp Capital,CONCHATORO,Comprar,,,,,"Histórico validado, página 192",552,Credicorp Capital,1,2023-04-25,2023-04-25
2023-04-25,2023-04-25,Credicorp Capital,EMBONOR-B,Mantener,,,,,"Histórico validado, página 192",553,Credicorp Capital,0,2023-04-25,2023-04-25
2023-04-25,2023-04-25,Credicorp Capital,SQM-B,Mantener,,,,,"Histórico validado, página 192",554,Credicorp Capital,0,2023-04-25,2023-04-25
2023-04-27,2023-04-27,Credicorp Capital,CENCOMALLS,Mantener,,,,,"Histórico validado, página 192",555,Credicorp Capital,0,2023-04-27,2023-04-27
2023-04-27,2023-04-27,Credicorp Capital,CONCHATORO,Comprar,,,,,"Histórico validado, página 191",556,Credicorp Capital,1,2023-04-27,2023-04-27
2023-04-27,2023-04-27,Credicorp Capital,PARAUCO,Mantener,,,,,"Histórico validado, página 192",557,Credicorp Capital,0,2023-04-27,2023-04-27
2023-04-28,2023-04-28,Credicorp Capital,BESALCO,Comprar,,,,,"Histórico validado, página 191",558,Credicorp Capital,1,2023-04-28,2023-04-28
2023-05-02,2023-05-02,Credicorp Capital,BESALCO,Comprar,,,,,"Histórico validado, página 191",559,Credicorp Capital,1,2023-05-02,2023-05-02
2023-05-02,2023-05-02,Credicorp Capital,BSANTANDER,Comprar,,,,,"Histórico validado, página 191",560,Credicorp Capital,1,2023-05-02,2023-05-02
2023-05-02,2023-05-02,Credicorp Capital,CONCHATORO,Comprar,,,,,"Histórico validado, página 191",561,Credicorp Capital,1,2023-05-02,2023-05-02
2023-05-02,2023-05-02,Credicorp Capital,EMBONOR-B,Mantener,,,,,"Histórico validado, página 191",562,Credicorp Capital,0,2023-05-02,2023-05-02
2023-05-02,2023-05-02,Credicorp Capital,ENELAM,Mantener,,,,,"Histórico validado, página 191",563,Credicorp Capital,0,2023-05-02,2023-05-02
2023-05-02,2023-05-02,Credicorp Capital,ENELCHILE,Comprar,,,,,"Histórico validado, página 191",564,Credicorp Capital,1,2023-05-02,2023-05-02
2023-05-02,2023-05-02,Credicorp Capital,RIPLEY,Comprar,,,,,"Histórico validado, página 191",565,Credicorp Capital,1,2023-05-02,2023-05-02
2023-05-04,2023-05-04,Credicorp Capital,BSANTANDER,Comprar,,,,,"Histórico validado, página 190",566,Credicorp Capital,1,2023-05-04,2023-05-04
2023-05-04,2023-05-04,Credicorp Capital,CCU,Comprar,,,,,"Histórico validado, página 190",567,Credicorp Capital,1,2023-05-04,2023-05-04
2023-05-04,2023-05-04,Credicorp Capital,CENCOMALLS,Mantener,,,,,"Histórico validado, página 190",568,Credicorp Capital,0,2023-05-04,2023-05-04
2023-05-04,2023-05-04,Credicorp Capital,ENELAM,Mantener,,,,,"Histórico validado, página 190",569,Credicorp Capital,0,2023-05-04,2023-05-04
2023-05-05,2023-05-05,Credicorp Capital,CAP,Comprar,,,,,"Histórico validado, página 190",570,Credicorp Capital,1,2023-05-05,2023-05-05
2023-05-05,2023-05-05,Credicorp Capital,CMPC,Mantener,,,,,"Histórico validado, página 190",571,Credicorp Capital,0,2023-05-05,2023-05-05
2023-05-09,2023-05-09,Credicorp Capital,BSANTANDER,Mantener,,,,,"Histórico validado, página 190",572,Credicorp Capital,0,2023-05-09,2023-05-09
2023-05-09,2023-05-09,Credicorp Capital,CENCOMALLS,Mantener,,,,,"Histórico validado, página 190",573,Credicorp Capital,0,2023-05-09,2023-05-09
2023-05-09,2023-05-09,Credicorp Capital,ENTEL,Comprar,,,,,"Histórico validado, página 190",574,Credicorp Capital,1,2023-05-09,2023-05-09
2023-05-11,2023-05-11,Credicorp Capital,CCU,Comprar,,,,,"Histórico validado, página 189",575,Credicorp Capital,1,2023-05-11,2023-05-11
2023-05-15,2023-05-15,Credicorp Capital,COPEC,Mantener,,,,,"Histórico validado, página 188",576,Credicorp Capital,0,2023-05-15,2023-05-15
2023-05-16,2023-05-16,Credicorp Capital,BSANTANDER,Mantener,,,,,"Histórico validado, página 188",577,Credicorp Capital,0,2023-05-16,2023-05-16
2023-05-16,2023-05-16,Credicorp Capital,CHILE,Mantener,,,,,"Histórico validado, página 188",578,Credicorp Capital,0,2023-05-16,2023-05-16
2023-05-16,2023-05-16,Credicorp Capital,SMU,Comprar,,,,,"Histórico validado, página 188",579,Credicorp Capital,1,2023-05-16,2023-05-16
2023-05-17,2023-05-17,Credicorp Capital,MALLPLAZA,Mantener,,,,,"Histórico validado, página 187",580,Credicorp Capital,0,2023-05-17,2023-05-17
2023-05-23,2023-05-23,Credicorp Capital,SALFACORP,Mantener,,,,,"Histórico validado, página 186",581,Credicorp Capital,0,2023-05-23,2023-05-23
2023-05-25,2023-05-25,Credicorp Capital,FORUS,Comprar,,,,,"Histórico validado, página 186",582,Credicorp Capital,1,2023-05-25,2023-05-25
2023-05-26,2023-05-26,Credicorp Capital,AGUAS-A,Mantener,,,,,"Histórico validado, página 185",583,Credicorp Capital,0,2023-05-26,2023-05-26
2023-05-30,2023-05-30,Credicorp Capital,AGUAS-A,Mantener,,,,,"Histórico validado, página 185",584,Credicorp Capital,0,2023-05-30,2023-05-30
2023-05-30,2023-05-30,Credicorp Capital,ITAUCL,Comprar,,,,,"Histórico validado, página 185",585,Credicorp Capital,1,2023-05-30,2023-05-30
2023-05-30,2023-05-30,Credicorp Capital,RIPLEY,Comprar,,,,,"Histórico validado, página 185",586,Credicorp Capital,1,2023-05-30,2023-05-30
2023-05-31,2023-05-31,Credicorp Capital,HITES,Comprar,,,,,"Histórico validado, página 185",587,Credicorp Capital,1,2023-05-31,2023-05-31
2023-06-05,2023-06-05,Credicorp Capital,CMPC,Mantener,,,,,"Histórico validado, página 183",588,Credicorp Capital,0,2023-06-05,2023-06-05
2023-06-05,2023-06-05,Credicorp Capital,SQM-B,Mantener,,,,,"Histórico validado, página 183",589,Credicorp Capital,0,2023-06-05,2023-06-05
2023-06-06,2023-06-06,Credicorp Capital,CENCOSUD,Comprar,,,,,"Histórico validado, página 183",590,Credicorp Capital,1,2023-06-06,2023-06-06
2023-06-06,2023-06-06,Credicorp Capital,PARAUCO,Mantener,,,,,"Histórico validado, página 183",591,Credicorp Capital,0,2023-06-06,2023-06-06
2023-06-09,2023-06-09,Credicorp Capital,CHILE,Mantener,,,,,"Histórico validado, página 182",592,Credicorp Capital,0,2023-06-09,2023-06-09
2023-06-16,2023-06-16,Credicorp Capital,SONDA,Mantener,,,,,"Histórico validado, página 181",593,Credicorp Capital,0,2023-06-16,2023-06-16
2023-06-19,2023-06-19,Credicorp Capital,ANTARCHILE,Mantener,,,,,"Histórico validado, página 181",594,Credicorp Capital,0,2023-06-19,2023-06-19
2023-06-19,2023-06-19,Credicorp Capital,CMPC,Mantener,,,,,"Histórico validado, página 181",595,Credicorp Capital,0,2023-06-19,2023-06-19
2023-06-19,2023-06-19,Credicorp Capital,COPEC,Mantener,,,,,"Histórico validado, página 181",596,Credicorp Capital,0,2023-06-19,2023-06-19
2023-06-28,2023-06-28,Credicorp Capital,COPEC,Mantener,,,,,"Histórico validado, página 219",597,Credicorp Capital,0,2023-06-28,2023-06-28
2023-06-30,2023-06-30,Credicorp Capital,ECL,Comprar,,,,,"Histórico validado, página 218",598,Credicorp Capital,1,2023-06-30,2023-06-30
2023-06-30,2023-06-30,Credicorp Capital,ENELAM,Mantener,,,,,"Histórico validado, página 219",599,Credicorp Capital,0,2023-06-30,2023-06-30
2023-07-04,2023-07-04,Credicorp Capital,ENELCHILE,Comprar,,,,,"Histórico validado, página 218",600,Credicorp Capital,1,2023-07-04,2023-07-04
2023-07-04,2023-07-04,Credicorp Capital,RIPLEY,Comprar,,,,,"Histórico validado, página 218",601,Credicorp Capital,1,2023-07-04,2023-07-04
2023-07-06,2023-07-06,Credicorp Capital,BCI,Comprar,,,,,"Histórico validado, página 218",602,Credicorp Capital,1,2023-07-06,2023-07-06
2023-07-06,2023-07-06,Credicorp Capital,ITAUCL,Comprar,,,,,"Histórico validado, página 218",603,Credicorp Capital,1,2023-07-06,2023-07-06
2023-07-06,2023-07-06,Credicorp Capital,SQM-B,Mantener,,,,,"Histórico validado, página 218",604,Credicorp Capital,0,2023-07-06,2023-07-06
2023-07-11,2023-07-11,Credicorp Capital,ITAUCL,Comprar,,,,,"Histórico validado, página 217",605,Credicorp Capital,1,2023-07-11,2023-07-11
2023-07-13,2023-07-13,Credicorp Capital,ENELCHILE,Comprar,,,,,"Histórico validado, página 216",606,Credicorp Capital,1,2023-07-13,2023-07-13
2023-07-14,2023-07-14,Credicorp Capital,PARAUCO,Comprar,,,,,"Histórico validado, página 215",607,Credicorp Capital,1,2023-07-14,2023-07-14
2023-07-20,2023-07-20,Credicorp Capital,BSANTANDER,Mantener,,,,,"Histórico validado, página 214",608,Credicorp Capital,0,2023-07-20,2023-07-20
2023-07-20,2023-07-20,Credicorp Capital,CENCOSUD,Comprar,,,,,"Histórico validado, página 214",609,Credicorp Capital,1,2023-07-20,2023-07-20
