published_at,available_at,broker,ticker,recommendation,target_price_min,target_price_max,currency,source_url,notes,row_number,broker_normalized,signal,published_at_parsed,available_at_parsed
2025-09-16,2025-09-16,Credicorp Capital,CENCOSUD,Comprar,,,,,"Histórico validado, página 341",983,Credicorp Capital,1,2025-09-16,2025-09-16
2025-09-16,2025-09-16,Credicorp Capital,CHILE,Mantener,,,,,"Histórico validado, página 380",984,Credicorp Capital,0,2025-09-16,2025-09-16
2025-09-16,2025-09-16,Credicorp Capital,ENTEL,Mantener,,,,,"Histórico validado, página 341",985,Credicorp Capital,0,2025-09-16,2025-09-16
2025-09-16,2025-09-16,Credicorp Capital,FALABELLA,Mantener,,,,,"Histórico validado, página 341",986,Credicorp Capital,0,2025-09-16,2025-09-16
2025-09-16,2025-09-16,Credicorp Capital,ITAUCL,Comprar,,,,,"Histórico validado, página 341",987,Credicorp Capital,1,2025-09-16,2025-09-16
2025-09-16,2025-09-16,Credicorp Capital,MALLPLAZA,Mantener,,,,,"Histórico validado, página 341",988,Credicorp Capital,0,2025-09-16,2025-09-16
2025-09-16,2025-09-16,Credicorp Capital,PARAUCO,Mantener,,,,,"Histórico validado, página 341",989,Credicorp Capital,0,2025-09-16,2025-09-16
2025-09-16,2025-09-16,Credicorp Capital,RIPLEY,Mantener,,,,,"Histórico validado, página 341",990,Credicorp Capital,0,2025-09-16,2025-09-16
2025-09-16,2025-09-16,Credicorp Capital,SMU,Mantener,,,,,"Histórico validado, página 341",991,Credicorp Capital,0,2025-09-16,2025-09-16
2025-09-18,2025-09-18,Credicorp Capital,LTM,Comprar,,,,,"Histórico validado, página 341",992,Credicorp Capital,1,2025-09-18,2025-09-18
2025-10-01,2025-10-01,Credicorp Capital,ENELAM,Mantener,,,,,"Histórico validado, página 378",993,Credicorp Capital,0,2025-10-01,2025-10-01
2025-10-02,2025-10-02,Credicorp Capital,ANDINA-B,Comprar,,,,,"Histórico validado, página 378",994,Credicorp Capital,1,2025-10-02,2025-10-02
2025-10-06,2025-10-06,Credicorp Capital,BCI,Comprar,,,,,"Histórico validado, página 378",995,Credicorp Capital,1,2025-10-06,2025-10-06
2025-10-06,2025-10-06,Credicorp Capital,CHILE,Mantener,,,,,"Histórico validado, página 378",996,Credicorp Capital,0,2025-10-06,2025-10-06
2025-10-06,2025-10-06,Credicorp Capital,LTM,Comprar,,,,,"Histórico validado, página 378",997,Credicorp Capital,1,2025-10-06,2025-10-06
2025-10-13,2025-10-13,Credicorp Capital,MALLPLAZA,Sobreponderar,,,,,"Histórico validado, página 376",998,Credicorp Capital,1,2025-10-13,2025-10-13
2025-10-23,2025-10-23,Credicorp Capital,CENCOMALLS,Mantener,,,,,"Histórico validado, página 374",999,Credicorp Capital,0,2025-10-23,2025-10-23
2025-10-23,2025-10-23,Credicorp Capital,MALLPLAZA,Mantener,,,,,"Histórico validado, página 374",1000,Credicorp Capital,0,2025-10-23,2025-10-23
2025-10-23,2025-10-23,Credicorp Capital,PARAUCO,Mantener,,,,,"Histórico validado, página 374",1001,Credicorp Capital,0,2025-10-23,2025-10-23
2025-10-27,2025-10-27,Credicorp Capital,COLBUN,Mantener,,,,,"Histórico validado, página 373",1002,Credicorp Capital,0,2025-10-27,2025-10-27
2025-10-27,2025-10-27,Credicorp Capital,ECL,Comprar,,,,,"Histórico validado, página 373",1003,Credicorp Capital,1,2025-10-27,2025-10-27
2025-10-27,2025-10-27,Credicorp Capital,PARAUCO,Mantener,,,,,"Histórico validado, página 373",1004,Credicorp Capital,0,2025-10-27,2025-10-27
2025-10-29,2025-10-29,Credicorp Capital,CENCOMALLS,Mantener,,,,,"Histórico validado, página 373",1005,Credicorp Capital,0,2025-10-29,2025-10-29
2025-10-29,2025-10-29,Credicorp Capital,FALABELLA,Mantener,,,,,"Histórico validado, página 373",1006,Credicorp Capital,0,2025-10-29,2025-10-29
2025-10-30,2025-10-30,Credicorp Capital,ECL,Comprar,,,,,"Histórico validado, página 373",1007,Credicorp Capital,1,2025-10-30,2025-10-30
2025-10-30,2025-10-30,Credicorp Capital,FALABELLA,Mantener,,,,,"Histórico validado, página 373",1008,Credicorp Capital,0,2025-10-30,2025-10-30
2025-11-04,2025-11-04,Credicorp Capital,ENTEL,Mantener,,,,,"Histórico validado, página 372",1009,Credicorp Capital,0,2025-11-04,2025-11-04
2025-11-05,2025-11-05,Credicorp Capital,MALLPLAZA,Mantener,,,,,"Histórico validado, página 372",1010,Credicorp Capital,0,2025-11-05,2025-11-05
2025-11-06,2025-11-06,Credicorp Capital,CCU,Mantener,,,,,"Histórico validado, página 372",1011,Credicorp Capital,0,2025-11-06,2025-11-06
2025-11-06,2025-11-06,Credicorp Capital,CENCOMALLS,Mantener,,,,,"Histórico validado, página 372",1012,Credicorp Capital,0,2025-11-06,2025-11-06
2025-11-06,2025-11-06,Credicorp Capital,MALLPLAZA,Mantener,,,,,"Histórico validado, página 372",1013,Credicorp Capital,0,2025-11-06,2025-11-06
2025-11-06,2025-11-06,Credicorp Capital,MALLPLAZA,Sobreponderar,,,,,"Histórico validado, página 372",1014,Credicorp Capital,1,2025-11-06,2025-11-06
2025-11-07,2025-11-07,Credicorp Capital,CENCOSUD,Comprar,,,,,"Histórico validado, página 371",1015,Credicorp Capital,1,2025-11-07,2025-11-07
2025-11-11,2025-11-11,Credicorp Capital,SMU,Mantener,,,,,"Histórico validado, página 371",1016,Credicorp Capital,0,2025-11-11,2025-11-11
2025-11-13,2025-11-13,Credicorp Capital,CHILE,Mantener,,,,,"Histórico validado, página 370",1017,Credicorp Capital,0,2025-11-13,2025-11-13
2025-11-13,2025-11-13,Credicorp Capital,ITAUCL,Comprar,,,,,"Histórico validado, página 371",1018,Credicorp Capital,1,2025-11-13,2025-11-13
2025-11-14,2025-11-14,Credicorp Capital,AGUAS-A,Mantener,,,,,"Histórico validado, página 370",1019,Credicorp Capital,0,2025-11-14,2025-11-14
2025-11-14,2025-11-14,Credicorp Capital,FALABELLA,Mantener,,,,,"Histórico validado, página 370",1020,Credicorp Capital,0,2025-11-14,2025-11-14
2025-11-14,2025-11-14,Credicorp Capital,VAPORES,Comprar,,,,,"Histórico validado, página 370",1021,Credicorp Capital,1,2025-11-14,2025-11-14
2025-11-19,2025-11-19,Credicorp Capital,BSANTANDER,Mantener,,,,,"Histórico validado, página 370",1022,Credicorp Capital,0,2025-11-19,2025-11-19
2025-11-20,2025-11-20,Credicorp Capital,PARAUCO,Comprar,,,,,"Histórico validado, página 369",1023,Credicorp Capital,1,2025-11-20,2025-11-20
2025-11-21,2025-11-21,Credicorp Capital,RIPLEY,Mantener,,,,,"Histórico validado, página 369",1024,Credicorp Capital,0,2025-11-21,2025-11-21
2025-11-24,2025-11-24,Credicorp Capital,VAPORES,Comprar,,,,,"Histórico validado, página 368",1025,Credicorp Capital,1,2025-11-24,2025-11-24
2025-11-26,2025-11-26,Credicorp Capital,SMU,Mantener,,,,,"Histórico validado, página 368",1026,Credicorp Capital,0,2025-11-26,2025-11-26
2025-11-28,2025-11-28,Credicorp Capital,QUINENCO,Mantener,,,,,"Histórico validado, página 367",1027,Credicorp Capital,0,2025-11-28,2025-11-28
2025-12-05,2025-12-05,Credicorp Capital,COLBUN,Mantener,,,,,"Histórico validado, página 366",1028,Credicorp Capital,0,2025-12-05,2025-12-05
2025-12-05,2025-12-05,Credicorp Capital,ECL,Comprar,,,,,"Histórico validado, página 366",1029,Credicorp Capital,1,2025-12-05,2025-12-05
2025-12-05,2025-12-05,Credicorp Capital,ENELCHILE,Comprar,,,,,"Histórico validado, página 366",1030,Credicorp Capital,1,2025-12-05,2025-12-05
2025-12-10,2025-12-10,Credicorp Capital,CMPC,Inferior al mercado,,,,,"Histórico validado, página 365",1031,Credicorp Capital,-1,2025-12-10,2025-12-10
2025-12-10,2025-12-10,Credicorp Capital,LTM,Comprar,,,,,"Histórico validado, página 365",1032,Credicorp Capital,1,2025-12-10,2025-12-10
2025-12-12,2025-12-12,Credicorp Capital,ENELCHILE,Comprar,,,,,"Histórico validado, página 364",1033,Credicorp Capital,1,2025-12-12,2025-12-12
2025-12-18,2025-12-18,Credicorp Capital,SQM-ADR,Mantener,,,,,"Histórico validado, página 363",1034,Credicorp Capital,0,2025-12-18,2025-12-18
2025-12-20,2025-12-20,Credicorp Capital,RIPLEY,Mantener,,,,,"Histórico validado, página 363",1035,Credicorp Capital,0,2025-12-20,2025-12-20
2025-12-24,2025-12-24,Credicorp Capital,ECL,Comprar,,,,,"Histórico validado, página 362",1036,Credicorp Capital,1,2025-12-24,2025-12-24
2025-12-24,2025-12-24,Credicorp Capital,ENELCHILE,Comprar,,,,,"Histórico validado, página 362",1037,Credicorp Capital,1,2025-12-24,2025-12-24
2025-12-29,2025-12-29,Credicorp Capital,SQM-B,Mantener,,,,,"Histórico validado, página 361",1038,Credicorp Capital,0,2025-12-29,2025-12-29
2025-12-31,2025-12-31,Credicorp Capital,ANDINA-B,Mantener,,,,,"Histórico validado, página 361",1039,Credicorp Capital,0,2025-12-31,2025-12-31
2025-12-31,2025-12-31,Credicorp Capital,CCU,Mantener,,,,,"Histórico validado, página 361",1040,Credicorp Capital,0,2025-12-31,2025-12-31
2026-01-07,2026-01-07,Credicorp Capital,CENCOSUD,Comprar,,,,,"Histórico validado, página 400",1041,Credicorp Capital,1,2026-01-07,2026-01-07
2026-01-07,2026-01-07,Credicorp Capital,PARAUCO,Comprar,,,,,"Histórico validado, página 399",1042,Credicorp Capital,1,2026-01-07,2026-01-07
2026-01-08,2026-01-08,Credicorp Capital,ENTEL,Mantener,,,,,"Histórico validado, página 399",1043,Credicorp Capital,0,2026-01-08,2026-01-08
2026-01-13,2026-01-13,Credicorp Capital,LTM,Comprar,,,,,"Histórico validado, página 398",1044,Credicorp Capital,1,2026-01-13,2026-01-13
2026-02-04,2026-02-04,Credicorp Capital,LTM,Comprar,,,,,"Histórico validado, página 394",1045,Credicorp Capital,1,2026-02-04,2026-02-04
2026-02-10,2026-02-10,Credicorp Capital,ENELCHILE,Comprar,,,,,"Histórico validado, página 393",1046,Credicorp Capital,1,2026-02-10,2026-02-10
2026-02-23,2026-02-23,Credicorp Capital,BSANTANDER,Mantener,,,,,"Histórico validado, página 390",1047,Credicorp Capital,0,2026-02-23,2026-02-23
2026-02-24,2026-02-24,Credicorp Capital,AGUAS-A,Mantener,,,,,"Histórico validado, página 389",1048,Credicorp Capital,0,2026-02-24,2026-02-24
2026-02-24,2026-02-24,Credicorp Capital,ENELAM,Mantener,,,,,"Histórico validado, página 390",1049,Credicorp Capital,0,2026-02-24,2026-02-24
2026-03-03,2026-03-03,Credicorp Capital,QUINENCO,Mantener,,,,,"Histórico validado, página 388",1050,Credicorp Capital,0,2026-03-03,2026-03-03
2026-03-04,2026-03-04,Credicorp Capital,BSANTANDER,Mantener,,,,,"Histórico validado, página 387",1051,Credicorp Capital,0,2026-03-04,2026-03-04
2026-03-04,2026-03-04,Credicorp Capital,CHILE,Mantener,,,,,"Histórico validado, página 387",1052,Credicorp Capital,0,2026-03-04,2026-03-04
2026-03-04,2026-03-04,Credicorp Capital,ENELCHILE,Comprar,,,,,"Histórico validado, página 387",1053,Credicorp Capital,1,2026-03-04,2026-03-04
2026-03-04,2026-03-04,Credicorp Capital,LTM,Comprar,,,,,"Histórico validado, página 387",1054,Credicorp Capital,1,2026-03-04,2026-03-04
2026-03-09,2026-03-09,Credicorp Capital,CENCOSUD,Mantener,,,,,"Histórico validado, página 386",1055,Credicorp Capital,0,2026-03-09,2026-03-09
2026-03-09,2026-03-09,Credicorp Capital,CMPC,Inferior al mercado,,,,,"Histórico validado, página 386",1056,Credicorp Capital,-1,2026-03-09,2026-03-09
2026-03-09,2026-03-09,Credicorp Capital,SMSAAM,Mantener,,,,,"Histórico validado, página 386",1057,Credicorp Capital,0,2026-03-09,2026-03-09
2026-03-16,2026-03-16,Credicorp Capital,SMU,Mantener,,,,,"Histórico validado, página 385",1058,Credicorp Capital,0,2026-03-16,2026-03-16
2026-03-18,2026-03-18,Credicorp Capital,SQM-B,Mantener,,,,,"Histórico validado, página 384",1059,Credicorp Capital,0,2026-03-18,2026-03-18
2026-03-23,2026-03-23,Credicorp Capital,AGUAS-A,Mantener,,,,,"Histórico validado, página 383",1060,Credicorp Capital,0,2026-03-23,2026-03-23
2026-03-23,2026-03-23,Credicorp Capital,CAP,Mantener,,,,,"Histórico validado, página 384",1061,Credicorp Capital,0,2026-03-23,2026-03-23
2026-03-23,2026-03-23,Credicorp Capital,SQM-B,Mantener,,,,,"Histórico validado, página 384",1062,Credicorp Capital,0,2026-03-23,2026-03-23
2026-04-01,2026-04-01,Credicorp Capital,CENCOMALLS,Comprar,,,,,"Histórico validado, página 382",1063,Credicorp Capital,1,2026-04-01,2026-04-01
2026-04-10,2026-04-10,Credicorp Capital,BSANTANDER,Mantener,,,,,"Histórico validado, página 420",1064,Credicorp Capital,0,2026-04-10,2026-04-10
2026-04-10,2026-04-10,Credicorp Capital,CHILE,Mantener,,,,,"Histórico validado, página 420",1065,Credicorp Capital,0,2026-04-10,2026-04-10
2026-04-10,2026-04-10,Credicorp Capital,ENELCHILE,Mantener,,,,,"Histórico validado, página 420",1066,Credicorp Capital,0,2026-04-10,2026-04-10
2026-04-10,2026-04-10,Credicorp Capital,LTM,Comprar,,,,,"Histórico validado, página 419",1067,Credicorp Capital,1,2026-04-10,2026-04-10
2026-04-10,2026-04-10,Credicorp Capital,SQM-B,Mantener,,,,,"Histórico validado, página 420",1068,Credicorp Capital,0,2026-04-10,2026-04-10
2026-04-22,2026-04-22,Credicorp Capital,CENCOMALLS,Comprar,,,,,"Histórico validado, página 417",1069,Credicorp Capital,1,2026-04-22,2026-04-22
2026-04-22,2026-04-22,Credicorp Capital,MALLPLAZA,Mantener,,,,,"Histórico validado, página 417",1070,Credicorp Capital,0,2026-04-22,2026-04-22
2026-04-22,2026-04-22,Credicorp Capital,PARAUCO,Mantener,,,,,"Histórico validado, página 417",1071,Credicorp Capital,0,2026-04-22,2026-04-22
2026-04-29,2026-04-29,Credicorp Capital,ENELCHILE,Mantener,,,,,"Histórico validado, página 416",1072,Credicorp Capital,0,2026-04-29,2026-04-29
2026-04-30,2026-04-30,Credicorp Capital,BSANTANDER,Mantener,,,,,"Histórico validado, página 415",1073,Credicorp Capital,0,2026-04-30,2026-04-30
2026-04-30,2026-04-30,Credicorp Capital,ECL,Mantener,,,,,"Histórico validado, página 415",1074,Credicorp Capital,0,2026-04-30,2026-04-30
2026-04-30,2026-04-30,Credicorp Capital,ENELAM,Mantener,,,,,"Histórico validado, página 415",1075,Credicorp Capital,0,2026-04-30,2026-04-30
2026-05-05,2026-05-05,Credicorp Capital,ENTEL,Mantener,,,,,"Histórico validado, página 414",1076,Credicorp Capital,0,2026-05-05,2026-05-05
2026-05-06,2026-05-06,Credicorp Capital,CONCHATORO,Mantener,,,,,"Histórico validado, página 414",1077,Credicorp Capital,0,2026-05-06,2026-05-06
2026-05-06,2026-05-06,Credicorp Capital,FALABELLA,Mantener,,,,,"Histórico validado, página 414",1078,Credicorp Capital,0,2026-05-06,2026-05-06
2026-05-06,2026-05-06,Credicorp Capital,MALLPLAZA,Mantener,,,,,"Histórico validado, página 414",1079,Credicorp Capital,0,2026-05-06,2026-05-06
2026-05-18,2026-05-18,Credicorp Capital,SALFACORP,Mantener,,,,,"Histórico validado, página 411",1080,Credicorp Capital,0,2026-05-18,2026-05-18
2026-05-19,2026-05-19,Credicorp Capital,ANTARCHILE,Mantener,,,,,"Histórico validado, página 411",1081,Credicorp Capital,0,2026-05-19,2026-05-19
2026-05-19,2026-05-19,Credicorp Capital,RIPLEY,Mantener,,,,,"Histórico validado, página 411",1082,Credicorp Capital,0,2026-05-19,2026-05-19
2026-05-22,2026-05-22,Credicorp Capital,PARAUCO,Mantener,,,,,"Histórico validado, página 410",1083,Credicorp Capital,0,2026-05-22,2026-05-22
2026-05-26,2026-05-26,Credicorp Capital,LTM,Comprar,,,,,"Histórico validado, página 410",1084,Credicorp Capital,1,2026-05-26,2026-05-26
2026-05-26,2026-05-26,Credicorp Capital,PARAUCO,Mantener,,,,,"Histórico validado, página 409",1085,Credicorp Capital,0,2026-05-26,2026-05-26
2026-06-01,2026-06-01,Credicorp Capital,FALABELLA,Mantener,,,,,"Histórico validado, página 409",1086,Credicorp Capital,0,2026-06-01,2026-06-01
2026-06-01,2026-06-01,Credicorp Capital,RIPLEY,Mantener,,,,,"Histórico validado, página 409",1087,Credicorp Capital,0,2026-06-01,2026-06-01
2026-06-04,2026-06-04,Credicorp Capital,CAP,Mantener,,,,,"Histórico validado, página 408",1088,Credicorp Capital,0,2026-06-04,2026-06-04
2026-06-18,2026-06-18,Credicorp Capital,SMU,Mantener,,,,,"Histórico validado, página 406",1089,Credicorp Capital,0,2026-06-18,2026-06-18
2026-06-19,2026-06-19,Credicorp Capital,ENELAM,Mantener,,,,,"Histórico validado, página 405",1090,Credicorp Capital,0,2026-06-19,2026-06-19
2026-06-22,2026-06-22,Credicorp Capital,PARAUCO,Comprar,,,,,"Histórico validado, página 405",1091,Credicorp Capital,1,2026-06-22,2026-06-22
2026-06-24,2026-06-24,Credicorp Capital,ANDINA-B,Mantener,,,,,"Histórico validado, página 405",1092,Credicorp Capital,0,2026-06-24,2026-06-24
2026-06-24,2026-06-24,Credicorp Capital,CCU,Mantener,,,,,"Histórico validado, página 405",1093,Credicorp Capital,0,2026-06-24,2026-06-24
2026-07-01,2026-07-01,Credicorp Capital,BCI,Comprar,,,,,"Histórico validado, página 404",1094,Credicorp Capital,1,2026-07-01,2026-07-01
2026-07-01,2026-07-01,Credicorp Capital,BSANTANDER,Mantener,,,,,"Histórico validado, página 404",1095,Credicorp Capital,0,2026-07-01,2026-07-01
2026-07-01,2026-07-01,Credicorp Capital,CHILE,Mantener,,,,,"Histórico validado, página 404",1096,Credicorp Capital,0,2026-07-01,2026-07-01
2026-07-01,2026-07-01,Credicorp Capital,FALABELLA,Mantener,,,,,"Histórico validado, página 404",1097,Credicorp Capital,0,2026-07-01,2026-07-01
2026-07-01,2026-07-01,Credicorp Capital,LTM,Comprar,,,,,"Histórico validado, página 404",1098,Credicorp Capital,1,2026-07-01,2026-07-01
2026-07-01,2026-07-01,Credicorp Capital,PARAUCO,Comprar,,,,,"Histórico validado, página 404",1099,Credicorp Capital,1,2026-07-01,2026-07-01
2026-07-02,2026-07-02,Credicorp Capital,CENCOSUD,Mantener,,,,,"Histórico validado, página 403",1100,Credicorp Capital,0,2026-07-02,2026-07-02
2026-07-03,2026-07-03,Credicorp Capital,BSANTANDER,Mantener,,,,,"Histórico validado, página 403",1101,Credicorp Capital,0,2026-07-03,2026-07-03
2026-07-03,2026-07-03,Credicorp Capital,CHILE,Mantener,,,,,"Histórico validado, página 403",1102,Credicorp Capital,0,2026-07-03,2026-07-03
2026-07-03,2026-07-03,Credicorp Capital,ITAUCL,Mantener,,,,,"Histórico validado, página 403",1103,Credicorp Capital,0,2026-07-03,2026-07-03
2026-07-08,2026-07-08,Credicorp Capital,FALABELLA,Mantener,,,,,"Histórico validado, página 403",1104,Credicorp Capital,0,2026-07-08,2026-07-08
2026-07-09,2026-07-09,Credicorp Capital,BSANTANDER,Mantener,,,,,"Histórico validado, página 402",1105,Credicorp Capital,0,2026-07-09,2026-07-09
2026-07-09,2026-07-09,Credicorp Capital,CHILE,Mantener,,,,,"Histórico validado, página 402",1106,Credicorp Capital,0,2026-07-09,2026-07-09
2026-07-09,2026-07-09,Credicorp Capital,ITAUCL,Mantener,,,,,"Histórico validado, página 402",1107,Credicorp Capital,0,2026-07-09,2026-07-09
2026-07-09,2026-07-09,Credicorp Capital,LTM,Comprar,,,,,"Histórico validado, página 402",1108,Credicorp Capital,1,2026-07-09,2026-07-09
2026-07-22,2026-07-22,Credicorp Capital,SQM-B,Mantener,82400,82400,CLP,,"Fuente: captura aportada por Rodrigo; precio de referencia CLP 65.350; precio objetivo CLP 82.400; potencial 26,09%",1109,Credicorp Capital,0,2026-07-22,2026-07-22
