date,Sigma-6,Delta-12,IPSA Total Return,Gamma-6,Conjunto AlphaData,Oro
2023-08-23,166.70867621599098,177.1191493441816,147.79569070904645,133.35046212703702,151.13932967757245,122.66280060551463
2023-08-24,165.07131865889087,174.43431273720228,144.87841916259168,130.7415681903298,149.42746989520916,122.56551143201753
2023-08-25,163.9241120048192,173.77137224286184,144.37414043398533,128.14093261126374,147.39258984990568,119.76788305126712
2023-08-28,163.62268247939767,173.0870824603614,143.98088898227385,128.3842930749111,147.15993687042655,119.4624895294473
2023-08-29,163.84812175593905,173.63925349264198,144.68525557762837,132.21514849221677,148.99055839202026,121.18413108708069
2023-08-30,163.95061399512377,173.89902243866095,143.9340903881418,134.3752194050554,150.10835683078466,122.47743686604565
2023-08-31,164.5815774546787,174.75037237803073,143.48257946210268,134.32380831379302,150.15889656854156,121.68636817962826
2023-09-01,163.80781067422038,173.5046222230193,143.17409077017115,133.98124766697418,149.62662793546897,121.71090120169993
2023-09-04,163.66922274990694,173.78161608773746,143.02796454767724,133.98124766697418,149.65452073587622,121.71090120169993
2023-09-05,160.7310847847058,172.0113344420222,141.54019903728607,134.426620793599,148.6857704417334,121.57228108524592
2023-09-06,159.1440378838821,170.55100976480628,141.01037209657702,135.47452373069072,148.81739018696373,123.23991713685048
2023-09-07,159.71404043098676,169.70738024577557,140.52758251833745,135.90654449406284,148.87436232504209,123.19923357801522
2023-09-08,160.38746040810966,169.24011365753137,140.12955569987778,137.28273472704336,149.7868930929612,124.73799232832472
2023-09-11,161.70601542387675,170.18227005867067,140.3754870874083,140.92175066756207,151.9320628174817,126.76402444579966
2023-09-12,163.1775200645913,171.39556582063094,140.54907166870416,138.5642726968366,151.26775975721893,124.81348931176963
2023-09-13,162.72838444930687,170.90350480758764,141.24388753056238,140.60075449069734,151.79820097491404,125.36276819246434
2023-09-14,164.14538871426595,172.49334998396014,143.3104274908313,139.93658163298068,151.83026298577215,123.91361771029642
2023-09-15,165.52417533210223,171.77373703748552,143.3247535910758,138.6495769201995,152.21920461245628,125.82197415394346
2023-09-20,163.85374540978904,171.42965593335921,141.65719552261612,132.0644039184253,149.9117226907799,125.78247714057561
2023-09-21,160.6402704445732,168.85592730129034,139.86380654034232,128.27617382431728,147.20472565631852,124.60761620737485
